,album,track_title,lyric,line,year,title_lemmas,lyric_type
996,Fearless,The Way I Loved You,I miss screaming and fighting and kissing in the rain,29,2008,"['way', 'love']",verse
997,Fearless,The Way I Loved You,It's 2am and I'm cursing your name,30,2008,"['way', 'love']",verse
998,Fearless,The Way I Loved You,I'm so in love that I acted insane,31,2008,"['way', 'love']",verse
1005,Fearless,The Way I Loved You,Never knew I could feel that much,38,2008,"['way', 'love']",verse
1007,Fearless,Forever & Always,Once upon a time,1,2008,['forever'],verse
1008,Fearless,Forever & Always,I believe it was a Tuesday when I caught your eye,2,2008,['forever'],verse
1009,Fearless,Forever & Always,And we caught onto something,3,2008,['forever'],verse
1010,Fearless,Forever & Always,"I hold onto the night, you looked me in the eye and told me you loved me",4,2008,['forever'],verse
1011,Fearless,Forever & Always,Were you just kidding?,5,2008,['forever'],verse
1012,Fearless,Forever & Always,"Cause it seems to me, this thing is breaking down",6,2008,['forever'],verse
1013,Fearless,Forever & Always,We almost never speak,7,2008,['forever'],verse
1014,Fearless,Forever & Always,I don't feel welcome anymore,8,2008,['forever'],verse
1015,Fearless,Forever & Always,"Baby what happened, please tell me?",9,2008,['forever'],verse
1016,Fearless,Forever & Always,"Cause one second it was perfect, now you're halfway out the door",10,2008,['forever'],verse
1024,Fearless,Forever & Always,Was I out of line?,18,2008,['forever'],verse
1025,Fearless,Forever & Always,"Did I say something way too honest, made you run and hide",19,2008,['forever'],verse
1026,Fearless,Forever & Always,Like a scared little boy,20,2008,['forever'],verse
1027,Fearless,Forever & Always,I looked into your eyes,21,2008,['forever'],verse
1028,Fearless,Forever & Always,"Thought I knew you for a minute, now I'm not so sure",22,2008,['forever'],verse
1029,Fearless,Forever & Always,So here's to everything coming down to nothing,23,2008,['forever'],verse
1030,Fearless,Forever & Always,Here's to silence that cuts me to the core,24,2008,['forever'],verse
1031,Fearless,Forever & Always,Where is this going?,25,2008,['forever'],verse
1032,Fearless,Forever & Always,"Thought I knew for a minute, but I don't anymore",26,2008,['forever'],verse
1040,Fearless,Forever & Always,"You didn't mean it baby, I don't think so",34,2008,['forever'],verse
1041,Fearless,Forever & Always,"Oh, back up, baby, back up",35,2008,['forever'],verse
1043,Fearless,Forever & Always,"Back up, baby, back up",37,2008,['forever'],verse
1045,Fearless,Forever & Always,Cause it rains in your bedroom,39,2008,['forever'],verse
1049,Fearless,Forever & Always,"Oh I stare at the phone, he still hasn't called",43,2008,['forever'],verse
1051,Fearless,Forever & Always,And you flashback to when we said forever and always,45,2008,['forever'],verse
1052,Fearless,Forever & Always,And  it rains in your bedroom,46,2008,['forever'],verse
1056,Fearless,Forever & Always,"You didn't mean it baby, you said forever and always, yeah",50,2008,['forever'],verse
1057,Fearless,The Best Day,"I'm five years old, it's getting cold, I've got my big coat on",1,2008,"['good', 'day']",verse
1058,Fearless,The Best Day,"I hear your laugh and look up smiling at you, I run and run",2,2008,"['good', 'day']",verse
1059,Fearless,The Best Day,Past the pumpkin patch and the tractor rides,3,2008,"['good', 'day']",verse
1060,Fearless,The Best Day,"Look now, the sky is gold",4,2008,"['good', 'day']",verse
1061,Fearless,The Best Day,I hug your legs and fall asleep on the way home,5,2008,"['good', 'day']",verse
1062,Fearless,The Best Day,I don't know why all the trees change in the fall,6,2008,"['good', 'day']",verse
1063,Fearless,The Best Day,But I know you're not scared of anything at all,7,2008,"['good', 'day']",verse
1064,Fearless,The Best Day,Don't know if Snow White's house is near or far away,8,2008,"['good', 'day']",verse
1066,Fearless,The Best Day,I'm thirteen now,10,2008,"['good', 'day']",verse
1067,Fearless,The Best Day,And don't know how my friends could be so mean,11,2008,"['good', 'day']",verse
1068,Fearless,The Best Day,I come home crying and you hold me tight and grab the keys,12,2008,"['good', 'day']",verse
1069,Fearless,The Best Day,And we drive and drive until we found a town far enough away,13,2008,"['good', 'day']",verse
1070,Fearless,The Best Day,And we talk and window shop 'til I've forgotten all their names,14,2008,"['good', 'day']",verse
1071,Fearless,The Best Day,I don't know who I'm going to talk to now at school,15,2008,"['good', 'day']",verse
1072,Fearless,The Best Day,But I know I'm laughing on the car ride home with you,16,2008,"['good', 'day']",verse
1073,Fearless,The Best Day,Don't know how long it's going to take to feel okay,17,2008,"['good', 'day']",verse
1075,Fearless,The Best Day,"I have an excellent father, his strength is making me stronger",19,2008,"['good', 'day']",verse
1076,Fearless,The Best Day,"God smiles on my little brother, inside and out",20,2008,"['good', 'day']",verse
1077,Fearless,The Best Day,He's better than I am,21,2008,"['good', 'day']",verse
1078,Fearless,The Best Day,I grew up in a pretty house and I had space to run,22,2008,"['good', 'day']",verse
1079,Fearless,The Best Day,And I had the best days with you,23,2008,"['good', 'day']",verse
1080,Fearless,The Best Day,There is a video I found from back when I was three,24,2008,"['good', 'day']",verse
1081,Fearless,The Best Day,You set up a paint set in the kitchen and you're talking to me,25,2008,"['good', 'day']",verse
1082,Fearless,The Best Day,It's the age of princesses and pirate ships and the seven dwarfs,26,2008,"['good', 'day']",verse
1083,Fearless,The Best Day,And Daddy's smart,27,2008,"['good', 'day']",verse
1084,Fearless,The Best Day,And you're the prettiest lady in the whole wide world,28,2008,"['good', 'day']",verse
1085,Fearless,The Best Day,And now I know why all the trees change in the fall,29,2008,"['good', 'day']",verse
1086,Fearless,The Best Day,I know you were on my side even when I was wrong,30,2008,"['good', 'day']",verse
1087,Fearless,The Best Day,And I love you for giving me your eyes,31,2008,"['good', 'day']",verse
1088,Fearless,The Best Day,For staying back and watching me shine,32,2008,"['good', 'day']",verse
1089,Fearless,The Best Day,"And I didn't know if you knew, so I'm taking this chance to say",33,2008,"['good', 'day']",verse
1090,Fearless,The Best Day,That I had the best day with you today,34,2008,"['good', 'day']",verse
1091,Fearless,Change,"And it's a sad picture, the final blow hits you",1,2008,['change'],verse
1092,Fearless,Change,Somebody else gets what you wanted again and,2,2008,['change'],verse
1093,Fearless,Change,"You know it's all the same, another time and place",3,2008,['change'],verse
1094,Fearless,Change,Repeating history and you're getting sick of it,4,2008,['change'],verse
1095,Fearless,Change,But I believe in whatever you do,5,2008,['change'],verse
1096,Fearless,Change,And I'll do anything to see it through,6,2008,['change'],verse
1097,Fearless,Change,Because these things will change,7,2008,['change'],verse
1104,Fearless,Change,"So we've been outnumbered, raided, and now cornered",14,2008,['change'],verse
1105,Fearless,Change,It's hard to fight when the fight ain't fair,15,2008,['change'],verse
1106,Fearless,Change,"We're getting stronger now, finding things they never found",16,2008,['change'],verse
1107,Fearless,Change,They might be bigger but we're faster and never scared,17,2008,['change'],verse
1108,Fearless,Change,"You can walk away, say we don't need this",18,2008,['change'],verse
1109,Fearless,Change,But there's something in your eyes says we can beat this,19,2008,['change'],verse
1110,Fearless,Change,Cause these things will change,20,2008,['change'],verse
1117,Fearless,Change,"Tonight we stand, get off our knees",27,2008,['change'],verse
1118,Fearless,Change,Fight for what we've worked for all these years,28,2008,['change'],verse
1119,Fearless,Change,"And the battle was long, it's the fight of our lives",29,2008,['change'],verse
1120,Fearless,Change,But we'll stand up champions tonight,30,2008,['change'],verse
1121,Fearless,Change,It was the night things changed,31,2008,['change'],verse
1122,Fearless,Change,Can you see it now?,32,2008,['change'],verse
1123,Fearless,Change,These walls that they put up to hold us back fell down,33,2008,['change'],verse
1124,Fearless,Change,"It's a revolution, throw your hands up",34,2008,['change'],verse
1125,Fearless,Change,Cause we never gave in,35,2008,['change'],verse
1126,Fearless,Change,"And we'll sing hallelujah, we sang hallelujah",36,2008,['change'],verse
1127,Fearless,Change,Hallelujah,37,2008,['change'],verse
1128,Speak Now,Mine,"You were in college, working part-time, waiting tables",1,2010,[],verse
1129,Speak Now,Mine,Left a small town and never looked back,2,2010,[],verse
1130,Speak Now,Mine,"I was a flight risk, with a fear of falling",3,2010,[],verse
1131,Speak Now,Mine,"Wondering why we bother with love, if it never lasts",4,2010,[],verse
1132,Speak Now,Mine,"I say, ""Can you believe it?""",5,2010,[],verse
1133,Speak Now,Mine,As we're lying on the couch,6,2010,[],verse
1134,Speak Now,Mine,"The moment, I could see it",7,2010,[],verse
1135,Speak Now,Mine,"Yes, yes, I can see it now",8,2010,[],verse
1140,Speak Now,Mine,"Flash forward, and we're taking on the world together",13,2010,[],verse
1141,Speak Now,Mine,And there's a drawer of my things at your place,14,2010,[],verse
1142,Speak Now,Mine,You learn my secrets and figure out why I'm guarded,15,2010,[],verse
1143,Speak Now,Mine,You say we'll never make my parents' mistakes,16,2010,[],verse
1144,Speak Now,Mine,But we got bills to pay,17,2010,[],verse
1145,Speak Now,Mine,We got nothing figured out,18,2010,[],verse
1146,Speak Now,Mine,When it was hard to take,19,2010,[],verse
1147,Speak Now,Mine,"Yes, yes",20,2010,[],verse
1148,Speak Now,Mine,This is what I thought about:,21,2010,[],verse
1153,Speak Now,Mine,Do you remember all the city lights on the water?,26,2010,[],verse
1154,Speak Now,Mine,You saw me start to believe for the first time,27,2010,[],verse
1157,Speak Now,Mine,"And I remember that fight, 2:30 AM",30,2010,[],verse
1158,Speak Now,Mine,As everything was slipping right out of our hands,31,2010,[],verse
1159,Speak Now,Mine,"I ran out, crying, and you followed me out into the street",32,2010,[],verse
1160,Speak Now,Mine,Braced myself for the goodbye,33,2010,[],verse
1161,Speak Now,Mine,Cause that's all I've ever known,34,2010,[],verse
1162,Speak Now,Mine,"Then, you took me by surprise",35,2010,[],verse
1163,Speak Now,Mine,"You said, ""I'll never leave you alone.""",36,2010,[],verse
1164,Speak Now,Mine,"You said, ""I remember how we felt, sitting by the water",37,2010,[],verse
1165,Speak Now,Mine,"And every time I look at you, it's like the first time",38,2010,[],verse
1166,Speak Now,Mine,I fell in love with a careless man's careful daughter,39,2010,[],verse
1167,Speak Now,Mine,"She is the best thing that's ever been mine""",40,2010,[],verse
1168,Speak Now,Mine,"Hold on, make it last",41,2010,[],verse
1169,Speak Now,Mine,"Hold on, never turn back",42,2010,[],verse
1173,Speak Now,Mine,Do you believe it?,46,2010,[],verse
1175,Speak Now,Mine,We're gonna make it now,48,2010,[],verse
1177,Speak Now,Mine,And I can see it,50,2010,[],verse
1179,Speak Now,Mine,I can see it now (see it now),52,2010,[],verse
1180,Speak Now,Sparks Fly,The way you move is like a full on rainstorm,1,2010,"['spark', 'fly']",verse
1181,Speak Now,Sparks Fly,And I'm a house of cards,2,2010,"['spark', 'fly']",verse
1182,Speak Now,Sparks Fly,You're the kind of reckless,3,2010,"['spark', 'fly']",verse
1183,Speak Now,Sparks Fly,That should send me running,4,2010,"['spark', 'fly']",verse
1184,Speak Now,Sparks Fly,But I kinda know that I won't get far,5,2010,"['spark', 'fly']",verse
1185,Speak Now,Sparks Fly,And you stood there in front of me,6,2010,"['spark', 'fly']",verse
1186,Speak Now,Sparks Fly,Just close enough to touch,7,2010,"['spark', 'fly']",verse
1187,Speak Now,Sparks Fly,Close enough to hope you couldn't see,8,2010,"['spark', 'fly']",verse
1188,Speak Now,Sparks Fly,What I was thinking of,9,2010,"['spark', 'fly']",verse
1197,Speak Now,Sparks Fly,My mind forgets to remind me,18,2010,"['spark', 'fly']",verse
1198,Speak Now,Sparks Fly,You're a bad idea,19,2010,"['spark', 'fly']",verse
1199,Speak Now,Sparks Fly,You touch me once and it's really something,20,2010,"['spark', 'fly']",verse
1200,Speak Now,Sparks Fly,You find I'm even better than you imagined I would be,21,2010,"['spark', 'fly']",verse
1201,Speak Now,Sparks Fly,I'm on my guard for the rest of the world,22,2010,"['spark', 'fly']",verse
1202,Speak Now,Sparks Fly,But with you I know it's no good,23,2010,"['spark', 'fly']",verse
1203,Speak Now,Sparks Fly,And I could wait patiently but I really wish you would,24,2010,"['spark', 'fly']",verse
1212,Speak Now,Sparks Fly,I run my fingers through your hair and watch the lights go wild,33,2010,"['spark', 'fly']",verse
1213,Speak Now,Sparks Fly,"Just keep on keeping your eyes on me, it's just wrong enough to make it feel right",34,2010,"['spark', 'fly']",verse
1214,Speak Now,Sparks Fly,And lead me up the staircase,35,2010,"['spark', 'fly']",verse
1215,Speak Now,Sparks Fly,Won't you whisper soft and slow?,36,2010,"['spark', 'fly']",verse
1216,Speak Now,Sparks Fly,"I'm captivated by you, baby, like a firework show",37,2010,"['spark', 'fly']",verse
1226,Speak Now,Sparks Fly,"Oh, baby, smile",47,2010,"['spark', 'fly']",verse
1228,Speak Now,Back To December,I'm so glad you made time to see me,1,2010,['December'],verse
1229,Speak Now,Back To December,"How's life, tell me, how's your family",2,2010,['December'],verse
1230,Speak Now,Back To December,I haven't seen them in a while,3,2010,['December'],verse
1231,Speak Now,Back To December,"You've been good, busier than ever",4,2010,['December'],verse
1232,Speak Now,Back To December,"We small talk, work and the weather",5,2010,['December'],verse
1233,Speak Now,Back To December,Your guard is up and I know why,6,2010,['December'],verse
1234,Speak Now,Back To December,Cause the last time you saw me,7,2010,['December'],verse
1235,Speak Now,Back To December,Is still burned in the back of your mind,8,2010,['December'],verse
1236,Speak Now,Back To December,You gave me roses and I left them there to die,9,2010,['December'],verse
1244,Speak Now,Back To December,These days I haven't been sleeping,17,2010,['December'],verse
1245,Speak Now,Back To December,Staying up playing back myself leaving,18,2010,['December'],verse
1246,Speak Now,Back To December,When your birthday passed and I didn't call,19,2010,['December'],verse
1247,Speak Now,Back To December,"And I think about summer, all the beautiful times",20,2010,['December'],verse
1248,Speak Now,Back To December,I watched you laughing from the passenger side and,21,2010,['December'],verse
1249,Speak Now,Back To December,Realized I loved you in the fall,22,2010,['December'],verse
1250,Speak Now,Back To December,And then the cold came,23,2010,['December'],verse
1251,Speak Now,Back To December,The dark days when fear crept into my mind,24,2010,['December'],verse
1252,Speak Now,Back To December,You gave me all your love and all I gave you was goodbye,25,2010,['December'],verse
1260,Speak Now,Back To December,"I miss your tan skin, your sweet smile, so good to me, so right",33,2010,['December'],verse
1261,Speak Now,Back To December,And how you held me in your arms that September night,34,2010,['December'],verse
1262,Speak Now,Back To December,The first time you ever saw me cry,35,2010,['December'],verse
1263,Speak Now,Back To December,Maybe this is wishful thinking,36,2010,['December'],verse
1264,Speak Now,Back To December,Probably mindless dreaming,37,2010,['December'],verse
1265,Speak Now,Back To December,But if we loved again I swear I'd love you right,38,2010,['December'],verse
1266,Speak Now,Back To December,"I'd go back in time and change it, but I can't",39,2010,['December'],verse
1267,Speak Now,Back To December,"So if the chain is on your door, I understand",40,2010,['December'],verse
1268,Speak Now,Back To December,But this is me swallowing my pride,41,2010,['December'],verse
1269,Speak Now,Back To December,Standing in front of you saying I'm sorry for that night,42,2010,['December'],verse
1270,Speak Now,Back To December,And I'd go back to December...,43,2010,['December'],verse
1276,Speak Now,Back To December,All the time,49,2010,['December'],verse
1282,Speak Now,Speak Now,I sneak in and see your friends,6,2010,['speak'],verse
1283,Speak Now,Speak Now,And her snotty little family,7,2010,['speak'],verse
1284,Speak Now,Speak Now,All dressed in pastel,8,2010,['speak'],verse
1285,Speak Now,Speak Now,And she is yelling at a bridesmaid,9,2010,['speak'],verse
1286,Speak Now,Speak Now,Somewhere back inside a room,10,2010,['speak'],verse
1287,Speak Now,Speak Now,Wearing a gown shaped like a pastry,11,2010,['speak'],verse
1288,Speak Now,Speak Now,This is surely not,12,2010,['speak'],verse
1289,Speak Now,Speak Now,What you thought it would be,13,2010,['speak'],verse
1290,Speak Now,Speak Now,I lose myself in a daydream,14,2010,['speak'],verse
1291,Speak Now,Speak Now,Where I stand and say,15,2010,['speak'],verse
1298,Speak Now,Speak Now,Fond gestures are exchanged,22,2010,['speak'],verse
1299,Speak Now,Speak Now,And the organ starts to play,23,2010,['speak'],verse
1300,Speak Now,Speak Now,A song that sounds like a death march,24,2010,['speak'],verse
1301,Speak Now,Speak Now,And I am hiding in the curtains,25,2010,['speak'],verse
1302,Speak Now,Speak Now,It seems that I was uninvited,26,2010,['speak'],verse
1303,Speak Now,Speak Now,By your lovely bride-to-be,27,2010,['speak'],verse
1304,Speak Now,Speak Now,She floats down the aisle,28,2010,['speak'],verse
1305,Speak Now,Speak Now,Like a pageant queen,29,2010,['speak'],verse
1306,Speak Now,Speak Now,But I know you wish it was me,30,2010,['speak'],verse
1307,Speak Now,Speak Now,You wish it was me (Don't you),31,2010,['speak'],verse
1320,Speak Now,Speak Now,"Ooh, la-da-da-da, oh",44,2010,['speak'],verse
1321,Speak Now,Speak Now,"Ooh, ooh",45,2010,['speak'],verse
1322,Speak Now,Speak Now,(Say a single vow),46,2010,['speak'],verse
1323,Speak Now,Speak Now,I hear the preacher say,47,2010,['speak'],verse
1324,Speak Now,Speak Now,"""Speak now or forever hold your peace""",48,2010,['speak'],verse
1325,Speak Now,Speak Now,"There's the silence, there's my last chance",49,2010,['speak'],verse
1326,Speak Now,Speak Now,"I stand up with shaking hands, all eyes on me",50,2010,['speak'],verse
1327,Speak Now,Speak Now,Horrified looks from everyone in the room,51,2010,['speak'],verse
1328,Speak Now,Speak Now,But I'm only looking at you,52,2010,['speak'],verse
1334,Speak Now,Speak Now,(Hehe!),58,2010,['speak'],verse
1341,Speak Now,Speak Now,And you say,65,2010,['speak'],verse
1342,Speak Now,Speak Now,"""Let's run away now",66,2010,['speak'],verse
1343,Speak Now,Speak Now,I'll meet you when,67,2010,['speak'],verse
1344,Speak Now,Speak Now,"I'm out of my tux at the back door""",68,2010,['speak'],verse
1345,Speak Now,Speak Now,"Baby, I didn't say my vows",69,2010,['speak'],verse
1346,Speak Now,Speak Now,So glad you were around when they said,70,2010,['speak'],verse
1347,Speak Now,Speak Now,"""Speak now""",71,2010,['speak'],verse
1348,Speak Now,Dear John,Long were the nights when,1,2010,"['Dear', 'John']",verse
1349,Speak Now,Dear John,My days once revolved around you,2,2010,"['Dear', 'John']",verse
1350,Speak Now,Dear John,Counting my footsteps,3,2010,"['Dear', 'John']",verse
1351,Speak Now,Dear John,Praying the floor won't fall through... again,4,2010,"['Dear', 'John']",verse
1352,Speak Now,Dear John,My mother accused me of losing my mind,5,2010,"['Dear', 'John']",verse
1353,Speak Now,Dear John,But I swore I was fine,6,2010,"['Dear', 'John']",verse
1354,Speak Now,Dear John,You paint me a blue sky,7,2010,"['Dear', 'John']",verse
1355,Speak Now,Dear John,Then go back and turn it to rain,8,2010,"['Dear', 'John']",verse
1356,Speak Now,Dear John,And I lived in your chess game,9,2010,"['Dear', 'John']",verse
1357,Speak Now,Dear John,But you changed the rules everyday,10,2010,"['Dear', 'John']",verse
1358,Speak Now,Dear John,"Wonderin' which version of you I might get on the phone, tonight",11,2010,"['Dear', 'John']",verse
1359,Speak Now,Dear John,Well I stopped pickin' up and this song is to let you know why,12,2010,"['Dear', 'John']",verse
1364,Speak Now,Dear John,Well maybe it's me,17,2010,"['Dear', 'John']",verse
1365,Speak Now,Dear John,And my blind optimism to blame,18,2010,"['Dear', 'John']",verse
1366,Speak Now,Dear John,Or maybe it's you and your sick need,19,2010,"['Dear', 'John']",verse
1367,Speak Now,Dear John,To give love and take it away,20,2010,"['Dear', 'John']",verse
1368,Speak Now,Dear John,And you'll add my name to your long list of traitors,21,2010,"['Dear', 'John']",verse
1369,Speak Now,Dear John,Who don't understand,22,2010,"['Dear', 'John']",verse
1370,Speak Now,Dear John,And I look back in regret how I ignored when they said,23,2010,"['Dear', 'John']",verse
1371,Speak Now,Dear John,"""Run as fast as you can""",24,2010,"['Dear', 'John']",verse
1375,Speak Now,Dear John,"Dear John, I see it all now it was wrong",28,2010,"['Dear', 'John']",verse
1376,Speak Now,Dear John,Don't you think nineteen's too young,29,2010,"['Dear', 'John']",verse
1377,Speak Now,Dear John,"To be played by your dark, twisted games",30,2010,"['Dear', 'John']",verse
1378,Speak Now,Dear John,When I loved you so?,31,2010,"['Dear', 'John']",verse
1380,Speak Now,Dear John,You are an expert at sorry,33,2010,"['Dear', 'John']",verse
1381,Speak Now,Dear John,And keeping the lines blurry,34,2010,"['Dear', 'John']",verse
1382,Speak Now,Dear John,Never impressed by me acing your tests,35,2010,"['Dear', 'John']",verse
1383,Speak Now,Dear John,All the girls that you've run dry have tired lifeless eyes,36,2010,"['Dear', 'John']",verse
1384,Speak Now,Dear John,Cause you burned them out,37,2010,"['Dear', 'John']",verse
1385,Speak Now,Dear John,But I took your matches,38,2010,"['Dear', 'John']",verse
1386,Speak Now,Dear John,Before fire could catch me,39,2010,"['Dear', 'John']",verse
1387,Speak Now,Dear John,So don't look now,40,2010,"['Dear', 'John']",verse
1388,Speak Now,Dear John,I'm shining like fireworks,41,2010,"['Dear', 'John']",verse
1389,Speak Now,Dear John,"Over your sad empty town, yeah",42,2010,"['Dear', 'John']",verse
1390,Speak Now,Dear John,"Oh, oh, oh, oh, oh, oh",43,2010,"['Dear', 'John']",verse
1394,Speak Now,Dear John,I see it all now that you're gone,47,2010,"['Dear', 'John']",verse
1396,Speak Now,Dear John,The girl in the dress,49,2010,"['Dear', 'John']",verse
1397,Speak Now,Dear John,"Wrote you a song, you shoulda' known",50,2010,"['Dear', 'John']",verse
1399,Speak Now,Dear John,Don't you think I was too young,52,2010,"['Dear', 'John']",verse
1401,Speak Now,Mean,"You, with your words like knives",1,2010,['mean'],verse
1402,Speak Now,Mean,And swords and weapons that you use against me,2,2010,['mean'],verse
1403,Speak Now,Mean,You have knocked me off my feet again,3,2010,['mean'],verse
1404,Speak Now,Mean,Got me feeling like I'm nothing,4,2010,['mean'],verse
1405,Speak Now,Mean,"You, with your voice like nails on a chalkboard",5,2010,['mean'],verse
1406,Speak Now,Mean,Calling me out when I'm wounded,6,2010,['mean'],verse
1407,Speak Now,Mean,"You, picking on the weaker man",7,2010,['mean'],verse
1408,Speak Now,Mean,But you can take me down with just one single blow,8,2010,['mean'],verse
1409,Speak Now,Mean,But you don't know what you don't know,9,2010,['mean'],verse
1415,Speak Now,Mean,"You, with your switching sides",15,2010,['mean'],verse
1416,Speak Now,Mean,And your wildfire lies and your humiliation,16,2010,['mean'],verse
1417,Speak Now,Mean,You have pointed out my flaws again,17,2010,['mean'],verse
1418,Speak Now,Mean,As if I don't already see them,18,2010,['mean'],verse
1419,Speak Now,Mean,"I walk with my head down, trying to block you out",19,2010,['mean'],verse
1420,Speak Now,Mean,Cause I'll never impress you,20,2010,['mean'],verse
1421,Speak Now,Mean,I just want to feel okay again,21,2010,['mean'],verse
1422,Speak Now,Mean,I bet you got pushed around,22,2010,['mean'],verse
1423,Speak Now,Mean,Somebody made you cold,23,2010,['mean'],verse
1424,Speak Now,Mean,But the cycle ends right now,24,2010,['mean'],verse
1425,Speak Now,Mean,Cause you can't lead me down that road,25,2010,['mean'],verse
1426,Speak Now,Mean,And you don't know what you don't know,26,2010,['mean'],verse
1432,Speak Now,Mean,And I can see you years from now in a bar,32,2010,['mean'],verse
1433,Speak Now,Mean,Talking over a football game,33,2010,['mean'],verse
1434,Speak Now,Mean,With that same big loud opinion,34,2010,['mean'],verse
1435,Speak Now,Mean,But nobody's listening,35,2010,['mean'],verse
1436,Speak Now,Mean,Washed up and ranting about the same old bitter things,36,2010,['mean'],verse
1437,Speak Now,Mean,Drunk and grumbling on about how I can't sing,37,2010,['mean'],verse
1438,Speak Now,Mean,But all you are is mean,38,2010,['mean'],verse
1439,Speak Now,Mean,All you are is mean,39,2010,['mean'],verse
1440,Speak Now,Mean,"And a liar, and pathetic, and alone in life",40,2010,['mean'],verse
1441,Speak Now,Mean,"And mean, and mean, and mean, and mean",41,2010,['mean'],verse
1442,Speak Now,Mean,But someday I'll be living in a big old city,42,2010,['mean'],verse
1443,Speak Now,Mean,"And all you're ever going to be is mean, yeah!",43,2010,['mean'],verse
1445,Speak Now,Mean,And all you're ever going to be is mean,45,2010,['mean'],verse
1455,Speak Now,The Story of Us,I used to think one day we'd tell the story of us,1,2010,['Story'],verse
1456,Speak Now,The Story of Us,How we met,2,2010,['Story'],verse
1457,Speak Now,The Story of Us,And the sparks flew instantly,3,2010,['Story'],verse
1458,Speak Now,The Story of Us,And people would say they're the lucky ones,4,2010,['Story'],verse
1459,Speak Now,The Story of Us,I used to know my place was a spot next to you,5,2010,['Story'],verse
1460,Speak Now,The Story of Us,Now I'm searching the room for an empty seat,6,2010,['Story'],verse
1461,Speak Now,The Story of Us,Cause lately I don't even know what page you're on,7,2010,['Story'],verse
1462,Speak Now,The Story of Us,"Oh, a simple complication",8,2010,['Story'],verse
1463,Speak Now,The Story of Us,Miscommunications lead to fallout,9,2010,['Story'],verse
1464,Speak Now,The Story of Us,So many things that I wish you knew,10,2010,['Story'],verse
1465,Speak Now,The Story of Us,So many walls up that I can't break through,11,2010,['Story'],verse
1470,Speak Now,The Story of Us,"Yeah, I don't know what to say since a twist of fate, when it all broke down",16,2010,['Story'],verse
1472,Speak Now,The Story of Us,Next chapter,18,2010,['Story'],verse
1473,Speak Now,The Story of Us,How'd we end up this way?,19,2010,['Story'],verse
1474,Speak Now,The Story of Us,See me nervously pulling at my clothes and trying to look busy,20,2010,['Story'],verse
1475,Speak Now,The Story of Us,And you're doing your best to avoid me,21,2010,['Story'],verse
1476,Speak Now,The Story of Us,I'm starting to think one day I'll tell the story of us,22,2010,['Story'],verse
1477,Speak Now,The Story of Us,Of how I was losing my mind when I saw you here,23,2010,['Story'],verse
1478,Speak Now,The Story of Us,But you held your pride like you should have held me,24,2010,['Story'],verse
1479,Speak Now,The Story of Us,"Oh, I'm scared to see the ending",25,2010,['Story'],verse
1480,Speak Now,The Story of Us,Why are we pretending this is nothing?,26,2010,['Story'],verse
1481,Speak Now,The Story of Us,"I'd tell you I miss you, but I don't know how",27,2010,['Story'],verse
1482,Speak Now,The Story of Us,I've never heard silence quite this loud,28,2010,['Story'],verse
1489,Speak Now,The Story of Us,This is looking like a contest,35,2010,['Story'],verse
1490,Speak Now,The Story of Us,Of who can act like they care less,36,2010,['Story'],verse
1491,Speak Now,The Story of Us,But I liked it better when you were on my side,37,2010,['Story'],verse
1492,Speak Now,The Story of Us,The battle's in your hands now,38,2010,['Story'],verse
1493,Speak Now,The Story of Us,But I would lay my armor down,39,2010,['Story'],verse
1494,Speak Now,The Story of Us,If you say you'd rather love than fight,40,2010,['Story'],verse
1495,Speak Now,The Story of Us,So many things that you wish I knew,41,2010,['Story'],verse
1496,Speak Now,The Story of Us,But the story of us might be ending soon,42,2010,['Story'],verse
1502,Speak Now,The Story of Us,"And the story of us looks a lot like a tragedy now, now, now",48,2010,['Story'],verse
1504,Speak Now,The Story of Us,And I'm dying to know is it killing you like it's killing me?,50,2010,['Story'],verse
1506,Speak Now,The Story of Us,"And I don't know what to say since a twist of fate, because we're going down",52,2010,['Story'],verse
1508,Speak Now,The Story of Us,The End,54,2010,['Story'],verse
1509,Speak Now,Never Grow Up,Your little hand's wrapped around my finger,1,2010,['grow'],verse
1510,Speak Now,Never Grow Up,And it's so quiet in the world tonight,2,2010,['grow'],verse
1511,Speak Now,Never Grow Up,Your little eyelids flutter cause you're dreaming,3,2010,['grow'],verse
1512,Speak Now,Never Grow Up,"So I tuck you in, turn on your favorite night light",4,2010,['grow'],verse
1513,Speak Now,Never Grow Up,"To you everything's funny, you got nothing to regret",5,2010,['grow'],verse
1514,Speak Now,Never Grow Up,"I'd give all I have, honey",6,2010,['grow'],verse
1515,Speak Now,Never Grow Up,If you could stay like that,7,2010,['grow'],verse
1520,Speak Now,Never Grow Up,"I won't let nobody hurt you, won't let no one break your heart",12,2010,['grow'],verse
1521,Speak Now,Never Grow Up,And no one will desert you,13,2010,['grow'],verse
1522,Speak Now,Never Grow Up,"Just try to never grow up, never grow up",14,2010,['grow'],verse
1523,Speak Now,Never Grow Up,You're in the car on the way to the movies,15,2010,['grow'],verse
1524,Speak Now,Never Grow Up,And you're mortified your mom's dropping you off,16,2010,['grow'],verse
1525,Speak Now,Never Grow Up,At 14 there's just so much you can't do,17,2010,['grow'],verse
1526,Speak Now,Never Grow Up,And you can't wait to move out someday and call your own shots,18,2010,['grow'],verse
