,album,track_title,lyric,line,year,title_lemmas,lyric_type
576,Fearless,Fearless,I'm trying so hard not to get caught up now,10,2008,['fearless'],verse
577,Fearless,Fearless,But you're just so cool,11,2008,['fearless'],verse
578,Fearless,Fearless,Run your hands through your hair,12,2008,['fearless'],verse
579,Fearless,Fearless,Absent mindedly making me want you,13,2008,['fearless'],verse
585,Fearless,Fearless,So baby drive slow,19,2008,['fearless'],verse
586,Fearless,Fearless,til we run out of road in this one horse town,20,2008,['fearless'],verse
587,Fearless,Fearless,I wanna stay right here in this passenger's seat,21,2008,['fearless'],verse
588,Fearless,Fearless,You put your eyes on me,22,2008,['fearless'],verse
589,Fearless,Fearless,"In this moment now capture it, remember it",23,2008,['fearless'],verse
595,Fearless,Fearless,Well you stood there with me in the doorway,29,2008,['fearless'],verse
596,Fearless,Fearless,"My hands shake, I'm not usually this way but",30,2008,['fearless'],verse
597,Fearless,Fearless,You pull me in and I'm a little more brave,31,2008,['fearless'],verse
598,Fearless,Fearless,"It's the first kiss, it's flawless, really something",32,2008,['fearless'],verse
599,Fearless,Fearless,It's fearless,33,2008,['fearless'],verse
611,Fearless,Fearless,Oh oh,45,2008,['fearless'],verse
612,Fearless,Fearless,Oh yeah,46,2008,['fearless'],verse
613,Fearless,Fifteen,You take a deep breath and you walk through the doors,1,2008,[],verse
614,Fearless,Fifteen,It's the morning of your very first day,2,2008,[],verse
615,Fearless,Fifteen,You say hi to your friends you ain't seen in a while,3,2008,[],verse
616,Fearless,Fifteen,Try and stay out of everybody's way,4,2008,[],verse
617,Fearless,Fifteen,It's your freshman year and you're going to be here,5,2008,[],verse
618,Fearless,Fifteen,For the next four years in this town,6,2008,[],verse
619,Fearless,Fifteen,Hoping one of those senior boys will wink at you and say,7,2008,[],verse
620,Fearless,Fifteen,"""You know, I haven't seen you around before""",8,2008,[],verse
623,Fearless,Fifteen,And when you're fifteen feeling like there's nothing to figure out,11,2008,[],verse
624,Fearless,Fifteen,"Well, count to ten, take it in",12,2008,[],verse
625,Fearless,Fifteen,This is life before you know who you're going to be,13,2008,[],verse
626,Fearless,Fifteen,Fifteen,14,2008,[],verse
627,Fearless,Fifteen,You sit in class next to a redhead named Abigail,15,2008,[],verse
628,Fearless,Fifteen,And soon enough you're best friends,16,2008,[],verse
629,Fearless,Fifteen,Laughing at the other girls who think they're so cool,17,2008,[],verse
630,Fearless,Fifteen,We'll be outta here as soon as we can,18,2008,[],verse
631,Fearless,Fifteen,And then you're on your very first date and he's got a car,19,2008,[],verse
632,Fearless,Fifteen,And you're feeling like flying,20,2008,[],verse
633,Fearless,Fifteen,And your momma's waiting up and you're thinking he's the one,21,2008,[],verse
634,Fearless,Fifteen,And you're dancing 'round your room when the night ends,22,2008,[],verse
635,Fearless,Fifteen,When the night ends,23,2008,[],verse
638,Fearless,Fifteen,When you're fifteen and your first kiss,26,2008,[],verse
639,Fearless,Fifteen,Makes your head spin 'round,27,2008,[],verse
640,Fearless,Fifteen,But in your life you'll do things greater than,28,2008,[],verse
641,Fearless,Fifteen,Dating the boy on the football team,29,2008,[],verse
642,Fearless,Fifteen,But I didn't know it at fifteen,30,2008,[],verse
643,Fearless,Fifteen,When all you wanted was to be wanted,31,2008,[],verse
644,Fearless,Fifteen,Wish you could go back and tell yourself what you know now,32,2008,[],verse
645,Fearless,Fifteen,Back then I swore I was going to marry him someday,33,2008,[],verse
646,Fearless,Fifteen,But I realized some bigger dreams of mine,34,2008,[],verse
647,Fearless,Fifteen,And Abigail gave everything she had to a boy,35,2008,[],verse
648,Fearless,Fifteen,Who changed his mind and we both cried,36,2008,[],verse
651,Fearless,Fifteen,"And when you're fifteen, don't forget to look before you fall",39,2008,[],verse
652,Fearless,Fifteen,I've found time can heal most anything,40,2008,[],verse
653,Fearless,Fifteen,And you just might find who you're supposed to be,41,2008,[],verse
654,Fearless,Fifteen,I didn't know who I was supposed to be at fifteen,42,2008,[],verse
657,Fearless,Fifteen,La la la la la la,45,2008,[],verse
658,Fearless,Fifteen,Your very first day,46,2008,[],verse
659,Fearless,Fifteen,Take a deep breath girl,47,2008,[],verse
660,Fearless,Fifteen,Take a deep breath as you walk through the doors,48,2008,[],verse
661,Fearless,Love Story,We were both young when I first saw you,1,2008,"['Love', 'Story']",verse
662,Fearless,Love Story,"I close my eyes, and the flashback starts",2,2008,"['Love', 'Story']",verse
663,Fearless,Love Story,I'm standing there,3,2008,"['Love', 'Story']",verse
664,Fearless,Love Story,On a balcony in summer air,4,2008,"['Love', 'Story']",verse
665,Fearless,Love Story,"See the lights, see the party, the ball gowns",5,2008,"['Love', 'Story']",verse
666,Fearless,Love Story,See you make your way through the crowd,6,2008,"['Love', 'Story']",verse
667,Fearless,Love Story,"And say, ""hello""",7,2008,"['Love', 'Story']",verse
668,Fearless,Love Story,Little did I know,8,2008,"['Love', 'Story']",verse
669,Fearless,Love Story,"That you were Romeo, you were throwing pebbles",9,2008,"['Love', 'Story']",verse
670,Fearless,Love Story,"And my daddy said, ""stay away from Juliet""",10,2008,"['Love', 'Story']",verse
671,Fearless,Love Story,And I was crying on the staircase,11,2008,"['Love', 'Story']",verse
672,Fearless,Love Story,"Begging you, ""please don't go,"" and I said",12,2008,"['Love', 'Story']",verse
677,Fearless,Love Story,So I sneak out to the garden to see you,17,2008,"['Love', 'Story']",verse
678,Fearless,Love Story,"We keep quiet, 'cause we're dead if they knew",18,2008,"['Love', 'Story']",verse
679,Fearless,Love Story,So close your eyes,19,2008,"['Love', 'Story']",verse
680,Fearless,Love Story,Escape this town for a little while,20,2008,"['Love', 'Story']",verse
681,Fearless,Love Story,"Cause you were Romeo, I was a scarlet letter",21,2008,"['Love', 'Story']",verse
682,Fearless,Love Story,"And my daddy said, ""Stay away from Juliet""",22,2008,"['Love', 'Story']",verse
683,Fearless,Love Story,But you were everything to me,23,2008,"['Love', 'Story']",verse
684,Fearless,Love Story,I was begging you please don't go and I said,24,2008,"['Love', 'Story']",verse
689,Fearless,Love Story,"Romeo, save me, they're trying to tell me how to feel",29,2008,"['Love', 'Story']",verse
690,Fearless,Love Story,"This love is difficult, but it's real",30,2008,"['Love', 'Story']",verse
691,Fearless,Love Story,"Don't be afraid, we'll make it out of this mess",31,2008,"['Love', 'Story']",verse
694,Fearless,Love Story,I got tired of waiting,34,2008,"['Love', 'Story']",verse
695,Fearless,Love Story,Wondering if you were ever coming around,35,2008,"['Love', 'Story']",verse
696,Fearless,Love Story,My faith in you was fading,36,2008,"['Love', 'Story']",verse
697,Fearless,Love Story,"When I met you on the outskirts of town, and I said",37,2008,"['Love', 'Story']",verse
698,Fearless,Love Story,Romeo save me I've been feeling so alone,38,2008,"['Love', 'Story']",verse
699,Fearless,Love Story,I keep waiting for you but you never come,39,2008,"['Love', 'Story']",verse
700,Fearless,Love Story,Is this in my head? I don't know what to think,40,2008,"['Love', 'Story']",verse
701,Fearless,Love Story,He knelt to the ground and pulled out a ring,41,2008,"['Love', 'Story']",verse
702,Fearless,Love Story,"And said: ""Marry me Juliet",42,2008,"['Love', 'Story']",verse
703,Fearless,Love Story,You'll never have to be alone,43,2008,"['Love', 'Story']",verse
704,Fearless,Love Story,I love you and that's all I really know,44,2008,"['Love', 'Story']",verse
705,Fearless,Love Story,"I talked to your dad, go pick out a white dress",45,2008,"['Love', 'Story']",verse
706,Fearless,Love Story,"It's a love story baby just say 'yes'""",46,2008,"['Love', 'Story']",verse
709,Fearless,Love Story,Because we were both young when I first saw you,49,2008,"['Love', 'Story']",verse
710,Fearless,Hey Stephen,"Hey Stephen, I know looks can be deceiving",1,2008,"['hey', 'Stephen']",verse
711,Fearless,Hey Stephen,But I know I saw a light in you,2,2008,"['hey', 'Stephen']",verse
712,Fearless,Hey Stephen,And as we walked we were talking,3,2008,"['hey', 'Stephen']",verse
713,Fearless,Hey Stephen,I didn't say half the things I wanted to,4,2008,"['hey', 'Stephen']",verse
714,Fearless,Hey Stephen,Of all the girls tossing rocks at your window,5,2008,"['hey', 'Stephen']",verse
715,Fearless,Hey Stephen,I'll be the one waiting there even when it's cold,6,2008,"['hey', 'Stephen']",verse
716,Fearless,Hey Stephen,"Hey Stephen, boy, you might have me believing",7,2008,"['hey', 'Stephen']",verse
717,Fearless,Hey Stephen,I don't always have to be alone,8,2008,"['hey', 'Stephen']",verse
723,Fearless,Hey Stephen,"Hey Stephen, I've been holding back this feeling",14,2008,"['hey', 'Stephen']",verse
724,Fearless,Hey Stephen,So I got some things to say to you,15,2008,"['hey', 'Stephen']",verse
725,Fearless,Hey Stephen,"I've seen it all, so I thought",16,2008,"['hey', 'Stephen']",verse
726,Fearless,Hey Stephen,But I never seen nobody shine the way you do,17,2008,"['hey', 'Stephen']",verse
727,Fearless,Hey Stephen,"The way you walk, way you talk, way you say my name",18,2008,"['hey', 'Stephen']",verse
728,Fearless,Hey Stephen,"It's beautiful, wonderful, don't you ever change",19,2008,"['hey', 'Stephen']",verse
729,Fearless,Hey Stephen,"Hey Stephen, why are people always leaving?",20,2008,"['hey', 'Stephen']",verse
730,Fearless,Hey Stephen,I think you and I should stay the same,21,2008,"['hey', 'Stephen']",verse
736,Fearless,Hey Stephen,"They're dimming the street lights, you're perfect for me",27,2008,"['hey', 'Stephen']",verse
737,Fearless,Hey Stephen,Why aren't you here tonight?,28,2008,"['hey', 'Stephen']",verse
738,Fearless,Hey Stephen,"I'm waiting alone now, so come on and come out",29,2008,"['hey', 'Stephen']",verse
739,Fearless,Hey Stephen,"And pull me near and shine, shine, shine",30,2008,"['hey', 'Stephen']",verse
740,Fearless,Hey Stephen,"Hey Stephen, I could give you fifty reasons",31,2008,"['hey', 'Stephen']",verse
741,Fearless,Hey Stephen,Why I should be the one you choose,32,2008,"['hey', 'Stephen']",verse
742,Fearless,Hey Stephen,"All those other girls, well, they're beautiful",33,2008,"['hey', 'Stephen']",verse
743,Fearless,Hey Stephen,But would they write a song for you?,34,2008,"['hey', 'Stephen']",verse
754,Fearless,Hey Stephen,Myself,45,2008,"['hey', 'Stephen']",verse
755,Fearless,Hey Stephen,Can't help myself,46,2008,"['hey', 'Stephen']",verse
756,Fearless,Hey Stephen,I can't help myself,47,2008,"['hey', 'Stephen']",verse
757,Fearless,White Horse,"Say you're sorry, that face of an angel",1,2008,"['White', 'Horse']",verse
758,Fearless,White Horse,Comes out just when you need it to,2,2008,"['White', 'Horse']",verse
759,Fearless,White Horse,As I paced back and forth all this time,3,2008,"['White', 'Horse']",verse
760,Fearless,White Horse,Cause I honestly believed in you,4,2008,"['White', 'Horse']",verse
761,Fearless,White Horse,"Holdin' on, the days drag on",5,2008,"['White', 'Horse']",verse
762,Fearless,White Horse,"Stupid girl, I shoulda known, I shoulda known",6,2008,"['White', 'Horse']",verse
769,Fearless,White Horse,"Baby I was naive, got lost in your eyes",13,2008,"['White', 'Horse']",verse
770,Fearless,White Horse,And never really had a chance,14,2008,"['White', 'Horse']",verse
771,Fearless,White Horse,My mistake I didn't know to be in love,15,2008,"['White', 'Horse']",verse
772,Fearless,White Horse,You had to fight to have the upper hand,16,2008,"['White', 'Horse']",verse
773,Fearless,White Horse,I had so many dreams about you and me,17,2008,"['White', 'Horse']",verse
774,Fearless,White Horse,"Happy endings, now I know",18,2008,"['White', 'Horse']",verse
781,Fearless,White Horse,And there you are on your knees,25,2008,"['White', 'Horse']",verse
782,Fearless,White Horse,"Beggin' for forgiveness, beggin' for me",26,2008,"['White', 'Horse']",verse
783,Fearless,White Horse,Just like I always wanted,27,2008,"['White', 'Horse']",verse
784,Fearless,White Horse,But I'm so sorry,28,2008,"['White', 'Horse']",verse
785,Fearless,White Horse,"Cause I'm not your princess, this ain't our fairytale",29,2008,"['White', 'Horse']",verse
786,Fearless,White Horse,I'm gonna find someone someday,30,2008,"['White', 'Horse']",verse
787,Fearless,White Horse,Who might actually treat me well,31,2008,"['White', 'Horse']",verse
788,Fearless,White Horse,"This is a big world, that was a small town",32,2008,"['White', 'Horse']",verse
789,Fearless,White Horse,There in my rear view mirror disappearing now,33,2008,"['White', 'Horse']",verse
790,Fearless,White Horse,And it's too late for you and your white horse,34,2008,"['White', 'Horse']",verse
792,Fearless,White Horse,To catch me now,36,2008,"['White', 'Horse']",verse
793,Fearless,White Horse,"Oh, whoa, whoa, whoa",37,2008,"['White', 'Horse']",verse
794,Fearless,White Horse,"Try and catch me now, oh",38,2008,"['White', 'Horse']",verse
795,Fearless,White Horse,It's too late to catch me now,39,2008,"['White', 'Horse']",verse
796,Fearless,You Belong With Me,"You're on the phone with your girlfriend, she's upset",1,2008,['belong'],verse
797,Fearless,You Belong With Me,She's going off about something that you said,2,2008,['belong'],verse
798,Fearless,You Belong With Me,Cause she doesn't get your humor like I do,3,2008,['belong'],verse
799,Fearless,You Belong With Me,"I'm in the room, it's a typical Tuesday night",4,2008,['belong'],verse
800,Fearless,You Belong With Me,I'm listening to the kind of music she doesn't like,5,2008,['belong'],verse
801,Fearless,You Belong With Me,And she'll never know your story like I do,6,2008,['belong'],verse
802,Fearless,You Belong With Me,"But she wears short skirts, I wear T-shirts",7,2008,['belong'],verse
809,Fearless,You Belong With Me,Walking the streets with you and your worn-out jeans,14,2008,['belong'],verse
810,Fearless,You Belong With Me,I can't help thinking this is how it ought to be,15,2008,['belong'],verse
811,Fearless,You Belong With Me,"Laughing on a park bench, thinking to myself",16,2008,['belong'],verse
812,Fearless,You Belong With Me,"Hey, isn't this easy?",17,2008,['belong'],verse
813,Fearless,You Belong With Me,And you've got a smile that could light up this whole town,18,2008,['belong'],verse
814,Fearless,You Belong With Me,I haven't seen it in a while since she brought you down,19,2008,['belong'],verse
815,Fearless,You Belong With Me,"You say you're fine, I know you better than that",20,2008,['belong'],verse
816,Fearless,You Belong With Me,"Hey, whatcha doing with a girl like that?",21,2008,['belong'],verse
817,Fearless,You Belong With Me,"She wears high heels, I wear sneakers",22,2008,['belong'],verse
827,Fearless,You Belong With Me,"Oh, I remember you driving to my house",32,2008,['belong'],verse
828,Fearless,You Belong With Me,In the middle of the night,33,2008,['belong'],verse
829,Fearless,You Belong With Me,I'm the one who makes you laugh,34,2008,['belong'],verse
830,Fearless,You Belong With Me,When you know you're 'bout to cry,35,2008,['belong'],verse
831,Fearless,You Belong With Me,And I know your favorite songs,36,2008,['belong'],verse
832,Fearless,You Belong With Me,And you tell me 'bout your dreams,37,2008,['belong'],verse
833,Fearless,You Belong With Me,Think I know where you belong,38,2008,['belong'],verse
834,Fearless,You Belong With Me,Think I know it's with me,39,2008,['belong'],verse
835,Fearless,You Belong With Me,Can't you see that I'm the one who understands you,40,2008,['belong'],verse
842,Fearless,You Belong With Me,Have you ever thought just maybe,47,2008,['belong'],verse
843,Fearless,You Belong With Me,You belong with me?,48,2008,['belong'],verse
845,Fearless,Breathe (Ft. Colbie Caillat),I see your face in my mind as I drive away,1,2008,"['Breathe', 'Ft', '  ', 'Colbie', '  ', 'Caillat']",verse
